customer_id,company_name,signup_date,plan_tier,contract_type,mrr,tenure_months,active_users,login_frequency_30d,login_decay_rate,feature_adoption_score,support_tickets_90d,avg_ticket_res_hrs,payment_failures_12m,nps_score,churn_status
CUST-14366,Data Global,2022-10-02,Basic,Monthly,44.29,45,4,94,-0.074,92.8,4,22.7,1,5,0
CUST-14367,Apex Networks,2024-10-01,Basic,Annual,47.05,21,3,76,-0.344,15.5,3,19.0,0,3,1
CUST-14368,Cyber Digital,2025-08-01,Basic,Monthly,42.37,11,3,121,0.021,14.5,3,23.8,0,8,1
CUST-14369,Flux Software,2022-07-03,Basic,Monthly,68.83,48,2,48,-0.336,34.3,4,4.7,1,7,1
CUST-14370,Quantum Cloud,2022-08-03,Basic,Monthly,50.78,47,2,27,0.006,56.1,2,6.0,0,3,0
CUST-14371,Titan AI,2022-07-03,Basic,Monthly,42.75,48,3,63,-0.118,49.6,3,31.2,0,5,0
CUST-14372,Strata Flow,2024-01-01,Basic,Monthly,55.35,30,2,56,-0.251,70.7,1,13.5,0,4,0
CUST-14373,Apex Networks,2025-06-01,Basic,Monthly,54.65,13,6,194,-0.007,50.9,4,1.0,1,5,0
CUST-14374,Data Tech,2025-08-31,Pro,Annual,193.4,10,10,285,-0.362,70.4,4,28.5,0,10,0
CUST-14375,Apex Dynamics,2024-03-02,Basic,Monthly,55.18,28,4,45,0.017,72.1,1,8.9,0,10,0
CUST-14376,Pulse Dynamics,2022-07-03,Basic,Monthly,42.93,48,3,107,-0.072,61.1,2,3.8,0,9,0
CUST-14377,Nova Digital,2024-05-02,Pro,Monthly,184.29,26,15,358,-0.339,5.0,3,10.4,2,4,1
CUST-14378,Vanguard AI,2022-07-03,Basic,Monthly,34.22,48,4,86,-0.125,90.9,6,81.5,2,8,0
CUST-14379,Zentis Solutions,2025-08-01,Pro,Monthly,159.48,11,5,192,0.202,100.0,3,2.8,0,7,0
CUST-14380,Vanguard Cloud,2025-05-02,Basic,Monthly,62.29,14,4,88,-0.248,48.2,4,1.1,0,6,0
CUST-14381,Zentis Digital,2022-07-03,Basic,Monthly,61.06,48,1,21,0.5,26.8,2,63.6,0,10,0
CUST-14382,Nova Dynamics,2023-07-03,Pro,Monthly,200.96,36,11,277,0.268,77.8,4,23.6,0,5,0
CUST-14383,Flux Cloud,2022-07-03,Pro,Monthly,248.64,48,8,164,0.152,73.9,1,2.2,0,7,0
CUST-14384,Strata Networks,2023-05-03,Enterprise,Annual,975.01,38,43,706,0.022,70.5,2,20.7,0,0,0
CUST-14385,Zentis Systems,2025-03-02,Pro,Monthly,191.73,16,6,179,-0.229,66.3,2,26.2,0,3,1
CUST-14386,Omni Systems,2024-10-31,Enterprise,Annual,1007.47,20,36,1088,-0.14,38.5,2,1.0,0,6,0
CUST-14387,Sync HQ,2022-07-03,Basic,Monthly,48.08,48,4,94,0.143,86.1,1,12.7,1,3,0
CUST-14388,Aura Solutions,2024-10-01,Basic,Monthly,47.42,21,3,75,0.037,27.5,3,34.3,0,6,0
CUST-14389,Omni Stack,2025-10-01,Basic,Annual,57.4,9,3,57,-0.041,39.7,5,5.6,0,7,0
CUST-14390,Nexus Systems,2025-03-02,Basic,Monthly,50.1,16,1,18,-0.342,64.5,3,18.4,0,4,0
CUST-14391,Titan Networks,2024-12-01,Pro,Annual,220.27,19,10,169,-0.675,49.8,2,1.0,0,3,0
CUST-14392,Strata Systems,2026-03-02,Pro,Monthly,229.79,4,17,600,0.168,35.0,4,6.3,0,5,0
CUST-14393,Orion Software,2023-08-02,Basic,Annual,51.85,35,5,52,-0.554,73.6,4,27.1,0,10,0
CUST-14394,Cloud Flow,2026-03-02,Enterprise,Annual,853.6,4,35,1077,-0.494,49.6,5,106.7,1,1,1
CUST-14395,Flux Networks,2025-05-02,Pro,Annual,158.62,14,11,258,-0.303,90.2,0,39.2,0,4,0
CUST-14396,Cloud Systems,2023-02-01,Basic,Monthly,50.09,41,1,22,-0.122,74.0,2,22.2,3,9,0
CUST-14397,Quantum Systems,2025-01-31,Basic,Monthly,47.74,17,5,50,-0.21,35.0,2,34.5,0,6,0
CUST-14398,Pulse Tech,2022-08-03,Basic,Monthly,49.64,47,3,23,-0.045,76.2,2,4.4,0,2,0
CUST-14399,Nexus Solutions,2025-07-02,Basic,Monthly,48.88,12,2,46,-0.116,22.9,3,14.1,1,7,0
CUST-14400,Zentis Systems,2022-07-03,Basic,Monthly,67.99,48,2,51,0.3,41.3,1,21.9,0,7,0
CUST-14401,Strata Networks,2025-12-01,Pro,Monthly,159.29,7,3,71,0.385,66.1,5,38.0,0,10,0
CUST-14402,Titan Systems,2026-05-02,Basic,Annual,34.37,2,3,70,-0.105,52.2,2,21.8,0,5,0
CUST-14403,Data Global,2022-07-03,Basic,Monthly,51.44,48,2,43,0.136,77.3,1,5.3,2,8,0
CUST-14404,Nexus Digital,2023-07-03,Enterprise,Annual,942.59,36,55,1546,-0.768,67.1,3,3.8,0,10,0
CUST-14405,Vanguard Solutions,2025-10-31,Pro,Annual,208.43,8,14,269,0.029,64.9,3,22.0,0,5,0
CUST-14406,Quantum Solutions,2022-07-03,Enterprise,Annual,1086.49,48,32,460,-0.126,69.5,2,23.9,0,10,0
CUST-14407,Strata Global,2024-12-01,Basic,Monthly,58.44,19,1,20,-0.334,77.1,3,45.8,0,10,0
CUST-14408,Cloud Global,2022-07-03,Basic,Monthly,37.92,48,5,133,0.116,16.4,5,16.5,0,8,0
CUST-14409,Omni Tech,2024-12-01,Pro,Annual,182.38,19,6,161,0.022,57.0,3,15.4,2,5,0
CUST-14410,Apex AI,2025-01-31,Basic,Annual,52.15,17,3,68,-0.352,58.7,2,10.9,2,7,0
CUST-14411,Aura Stack,2025-03-02,Basic,Monthly,54.66,16,3,45,0.088,36.5,4,1.0,0,7,0
CUST-14412,Quantum Cloud,2025-08-01,Pro,Annual,264.47,11,11,358,-0.394,62.0,2,4.9,0,3,0
CUST-14413,Vanguard Systems,2024-10-31,Pro,Monthly,227.53,20,13,339,0.186,65.4,4,2.8,1,10,0
CUST-14414,Apex Flow,2025-03-02,Basic,Monthly,48.58,16,1,15,-0.772,63.7,2,12.9,0,5,0
CUST-14415,Flux Global,2026-05-02,Basic,Monthly,42.46,2,4,85,0.126,66.6,3,6.0,2,3,0
CUST-14416,Vanguard Digital,2025-10-01,Basic,Monthly,44.85,9,4,121,0.079,36.4,2,26.3,0,3,0
CUST-14417,Omni Cloud,2025-12-01,Basic,Monthly,44.64,7,3,89,-0.471,82.4,3,4.9,0,10,0
CUST-14418,Omni Stack,2022-07-03,Basic,Monthly,53.82,48,2,52,-0.32,52.4,1,9.2,0,9,0
CUST-14419,Zentis Digital,2024-07-02,Basic,Monthly,50.89,24,3,77,0.244,80.6,1,14.5,3,8,0
CUST-14420,Quantum Stack,2023-06-03,Basic,Annual,39.27,37,2,32,0.028,68.7,2,11.8,0,7,0
CUST-14421,Zentis Flow,2022-07-03,Enterprise,Annual,933.68,48,17,351,-0.031,49.9,0,17.5,1,1,0
CUST-14422,Strata Solutions,2024-04-02,Pro,Monthly,225.19,27,10,293,0.333,66.9,2,10.5,0,3,0
CUST-14423,Hyper Flow,2022-07-03,Pro,Annual,209.5,48,10,156,-0.423,77.8,7,18.4,0,6,0
CUST-14424,Aura Software,2025-08-01,Basic,Monthly,53.18,11,3,129,0.032,43.0,3,6.4,0,7,0
CUST-14425,Nexus Systems,2025-12-01,Basic,Monthly,51.81,7,3,81,-0.073,71.6,3,24.9,0,3,0
CUST-14426,Flux Tech,2025-05-02,Basic,Monthly,60.95,14,5,120,-0.167,54.5,4,53.6,0,8,0
CUST-14427,Omni Labs,2025-01-31,Basic,Monthly,50.73,17,2,38,0.291,78.5,5,3.0,2,4,0
CUST-14428,Aero Analytics,2022-07-03,Basic,Monthly,46.16,48,5,181,-0.309,100.0,4,6.5,1,5,0
CUST-14429,Pulse Cloud,2024-09-01,Pro,Annual,171.66,22,14,282,-0.398,62.2,6,1.0,2,6,1
CUST-14430,Titan Tech,2025-08-31,Pro,Monthly,206.45,10,19,506,-0.118,78.4,3,4.4,0,4,0
CUST-14431,Vanguard Labs,2023-08-02,Pro,Monthly,126.14,35,10,259,-0.443,91.0,3,11.7,2,7,0
CUST-14432,Orion Digital,2024-12-01,Basic,Annual,47.65,19,4,94,0.115,57.6,4,17.5,0,8,0
CUST-14433,Data Analytics,2025-12-31,Enterprise,Multi-Year,968.15,6,45,1174,-0.107,61.5,2,18.2,0,7,0
CUST-14434,Nova HQ,2024-08-01,Basic,Monthly,38.97,23,1,29,-0.042,54.5,1,11.4,3,3,1
CUST-14435,Sync HQ,2022-07-03,Basic,Monthly,42.18,48,1,13,-0.365,34.6,2,7.8,0,8,0
CUST-14436,Apex Tech,2022-08-03,Basic,Monthly,54.95,47,3,64,-0.527,41.9,2,3.4,0,4,1
CUST-14437,Flux Dynamics,2024-08-01,Pro,Monthly,205.89,23,16,352,-0.131,88.2,3,16.7,0,3,0
CUST-14438,Strata Digital,2025-06-01,Enterprise,Annual,1014.25,13,49,1190,-0.428,77.0,3,8.0,0,9,0
CUST-14439,Vertex Global,2026-03-02,Basic,Monthly,51.25,4,2,52,0.489,92.2,4,28.5,0,4,0
CUST-14440,Aero HQ,2025-01-31,Enterprise,Annual,1012.88,17,19,473,-0.377,61.2,3,3.8,0,5,0
CUST-14441,Aura Solutions,2023-07-03,Pro,Monthly,236.1,36,12,315,0.109,65.1,4,1.0,0,8,0
CUST-14442,Orion Analytics,2025-07-02,Basic,Monthly,49.91,12,1,27,0.313,64.1,4,9.2,0,5,0
CUST-14443,Nova Labs,2025-10-31,Basic,Monthly,38.28,8,2,63,0.468,41.8,1,1.0,0,6,0
CUST-14444,Titan AI,2022-07-03,Basic,Monthly,60.98,48,2,75,0.255,89.0,5,10.9,0,6,0
CUST-14445,Quantum Flow,2022-11-02,Enterprise,Annual,1054.5,44,42,721,-0.033,67.6,4,35.5,0,8,0
CUST-14446,Cyber Solutions,2024-05-02,Basic,Monthly,44.67,26,3,65,-0.297,70.7,4,1.7,0,3,0
CUST-14447,Aero Solutions,2026-01-30,Pro,Monthly,161.59,5,12,476,-0.084,52.1,3,15.9,1,7,1
CUST-14448,Apex Networks,2026-01-30,Basic,Monthly,51.91,5,4,89,-0.395,76.3,2,13.8,0,10,0
CUST-14449,Titan Solutions,2026-03-02,Pro,Monthly,195.5,4,11,292,-0.007,22.7,2,16.6,0,7,1
CUST-14450,Omni Cloud,2024-06-01,Basic,Monthly,60.57,25,4,108,-0.03,35.7,0,60.8,0,8,0
CUST-14451,Flux Tech,2026-01-30,Pro,Annual,188.67,5,11,259,0.102,100.0,3,14.5,0,6,0
CUST-14452,Data Flow,2022-08-03,Pro,Annual,174.0,47,12,214,0.35,85.6,4,38.7,1,3,0
CUST-14453,Strata Flow,2022-07-03,Pro,Annual,225.74,48,8,76,0.053,47.4,7,43.5,0,6,0
CUST-14454,Cyber Stack,2025-06-01,Enterprise,Multi-Year,1137.65,13,40,764,0.239,38.8,1,1.8,1,5,0
CUST-14455,Strata Networks,2025-03-02,Basic,Monthly,50.24,16,5,71,-0.151,77.3,2,8.2,1,6,0
CUST-14456,Cloud Stack,2023-11-02,Pro,Monthly,219.19,32,19,381,0.006,45.3,6,5.2,1,10,0
CUST-14457,Cyber Flow,2022-07-03,Basic,Annual,48.72,48,4,78,-0.476,56.1,2,3.8,0,6,0
CUST-14458,Cyber Systems,2022-07-03,Basic,Monthly,50.72,48,5,144,-0.411,74.4,2,95.4,0,9,0
CUST-14459,Zentis Analytics,2026-04-01,Pro,Annual,233.77,3,3,75,-0.123,68.0,3,41.2,0,4,0
CUST-14460,Vertex Systems,2025-12-31,Basic,Monthly,53.6,6,1,28,-0.092,92.7,0,3.1,0,5,0
CUST-14461,Data Networks,2023-07-03,Pro,Monthly,193.95,36,9,134,-0.305,54.3,1,24.0,0,6,0
CUST-14462,Aura Dynamics,2024-01-01,Enterprise,Annual,1201.65,30,54,1259,-0.421,55.3,1,24.4,0,5,0
CUST-14463,Nova Solutions,2026-01-30,Basic,Monthly,31.62,5,4,95,0.13,75.8,4,6.1,0,7,0
CUST-14464,Vertex Software,2024-12-01,Pro,Monthly,260.25,19,12,225,-0.099,75.1,3,1.0,0,9,0
CUST-14465,Zentis Stack,2023-04-03,Basic,Monthly,36.46,39,1,16,0.197,23.0,2,19.1,0,6,0
CUST-14466,Aero Tech,2025-10-31,Basic,Monthly,44.39,8,5,67,-0.027,37.8,4,4.0,1,4,1
CUST-14467,Apex AI,2022-07-03,Basic,Annual,48.7,48,4,161,-0.678,41.5,4,27.0,0,6,0
CUST-14468,Sync AI,2026-04-01,Enterprise,Multi-Year,977.05,3,28,561,-0.467,78.4,7,10.1,0,4,0
CUST-14469,Cloud Global,2023-04-03,Enterprise,Annual,1149.81,39,52,1420,-0.239,54.0,1,20.4,0,4,0
CUST-14470,Strata Flow,2024-06-01,Enterprise,Annual,840.48,25,55,1333,0.239,62.2,2,16.2,0,10,0
CUST-14471,Zentis Stack,2025-08-01,Enterprise,Multi-Year,1038.08,11,54,1369,-0.196,49.2,3,4.0,0,4,0
CUST-14472,Quantum HQ,2023-10-02,Basic,Monthly,44.75,33,1,42,0.176,69.1,1,24.2,1,1,0
CUST-14473,Cloud Dynamics,2023-04-03,Basic,Monthly,51.17,39,1,33,0.5,89.5,5,12.5,0,6,0
CUST-14474,Aero Networks,2022-07-03,Pro,Monthly,197.07,48,9,167,-0.121,66.9,3,18.1,1,6,0
CUST-14475,Flux Cloud,2025-06-01,Basic,Annual,49.68,13,2,24,0.473,45.8,1,3.5,0,2,0
CUST-14476,Nexus Dynamics,2024-01-01,Basic,Monthly,44.96,30,2,48,0.235,56.8,1,10.4,0,8,0
CUST-14477,Omni Dynamics,2024-07-02,Basic,Monthly,45.25,24,3,95,-0.128,93.3,1,1.9,0,4,0
CUST-14478,Zentis Networks,2024-10-31,Pro,Monthly,207.58,20,8,41,0.359,60.4,1,4.1,1,7,0
CUST-14479,Aura Global,2022-07-03,Pro,Monthly,227.17,48,11,416,-0.216,53.1,5,10.1,0,8,0
CUST-14480,Strata HQ,2026-05-02,Basic,Monthly,44.6,2,2,30,0.161,63.4,1,22.0,1,4,0
CUST-14481,Apex Stack,2025-08-31,Basic,Monthly,42.61,10,3,54,-0.381,48.7,1,11.1,0,7,0
CUST-14482,Apex Systems,2024-10-31,Pro,Monthly,217.31,20,19,394,-0.137,52.0,10,179.3,0,6,1
CUST-14483,Sync Networks,2025-12-31,Pro,Monthly,198.03,6,14,491,-0.153,52.4,0,19.8,3,7,0
CUST-14484,Aura Tech,2022-07-03,Basic,Monthly,55.1,48,1,26,0.117,80.2,0,8.3,2,3,0
CUST-14485,Omni AI,2024-04-02,Pro,Annual,171.96,27,7,37,0.386,88.3,4,4.1,0,9,0
CUST-14486,Cloud Cloud,2025-01-31,Basic,Annual,35.92,17,1,17,-0.024,96.1,1,113.5,1,4,0
CUST-14487,Pulse Labs,2022-12-02,Basic,Monthly,45.08,43,2,53,0.451,85.8,1,1.0,3,9,1
CUST-14488,Hyper Stack,2025-03-02,Pro,Monthly,176.12,16,12,229,-0.204,66.1,4,64.7,0,4,1
CUST-14489,Sync Cloud,2024-09-01,Pro,Monthly,196.65,22,10,253,0.231,56.8,4,28.7,0,8,0
CUST-14490,Vertex Analytics,2026-05-02,Basic,Monthly,44.32,2,7,192,-0.218,54.0,0,12.4,0,10,0
CUST-14491,Titan Analytics,2025-06-01,Pro,Annual,221.12,13,15,647,-0.059,58.2,1,11.6,0,6,0
CUST-14492,Aura Analytics,2026-01-30,Pro,Monthly,190.4,5,6,200,0.127,34.5,2,19.8,2,10,0
CUST-14493,Cyber Dynamics,2024-01-01,Pro,Annual,203.49,30,13,216,-0.031,39.3,5,31.5,1,5,0
CUST-14494,Sync Digital,2025-01-31,Pro,Annual,203.71,17,12,221,0.419,49.5,1,29.5,1,8,0
CUST-14495,Aura Flow,2025-08-31,Pro,Annual,204.82,10,16,421,0.297,71.1,6,5.3,0,6,0
CUST-14496,Hyper Solutions,2025-01-31,Basic,Monthly,48.82,17,4,32,0.064,66.2,2,13.5,0,10,0
CUST-14497,Nova Flow,2025-12-01,Basic,Monthly,52.75,7,4,59,-0.007,62.6,1,50.0,0,7,0
CUST-14498,Zentis Labs,2022-07-03,Basic,Monthly,43.15,48,1,26,-0.196,64.6,0,8.7,0,8,0
CUST-14499,Sync Systems,2026-04-01,Basic,Annual,59.29,3,1,20,0.031,58.3,2,41.0,0,10,0
CUST-14500,Zentis Labs,2022-07-03,Pro,Annual,191.94,48,15,0,-0.678,94.6,3,13.3,0,7,0
CUST-14501,Quantum Solutions,2024-12-01,Pro,Annual,159.85,19,19,246,0.382,53.9,4,5.1,1,10,0
CUST-14502,Strata Software,2024-06-01,Basic,Monthly,50.38,25,2,35,0.002,83.8,4,13.7,0,6,0
CUST-14503,Quantum Solutions,2025-08-31,Basic,Monthly,42.74,10,6,37,-0.084,46.0,3,12.2,3,5,1
CUST-14504,Cloud Labs,2022-07-03,Basic,Monthly,53.89,48,2,39,0.318,16.7,1,9.1,0,9,0
CUST-14505,Sync Solutions,2025-08-31,Basic,Monthly,65.24,10,4,116,-0.105,50.6,3,6.0,0,7,0
CUST-14506,Cyber Digital,2024-08-01,Pro,Monthly,175.52,23,18,320,0.273,80.3,2,62.5,0,9,0
CUST-14507,Titan Labs,2022-07-03,Basic,Monthly,51.44,48,2,67,-0.425,49.4,4,15.0,0,4,0
CUST-14508,Omni Networks,2022-07-03,Pro,Annual,146.6,48,14,194,-0.374,60.9,1,5.5,1,5,1
CUST-14509,Nova Digital,2024-10-31,Enterprise,Annual,1067.02,20,65,1257,0.344,47.6,1,6.1,0,8,0
CUST-14510,Vertex Global,2022-07-03,Basic,Monthly,42.49,48,2,59,0.376,62.3,2,53.4,0,4,0
CUST-14511,Data Stack,2023-12-02,Basic,Monthly,44.41,31,5,127,-0.529,86.7,4,25.2,0,8,0
CUST-14512,Cloud Stack,2025-12-01,Basic,Annual,40.91,7,7,146,-0.013,63.3,5,44.9,1,9,0
CUST-14513,Hyper Analytics,2025-05-02,Pro,Annual,220.85,14,10,162,0.344,51.9,3,18.3,1,7,0
CUST-14514,Cloud Global,2025-08-01,Pro,Annual,229.07,11,14,489,-0.088,75.5,4,2.5,0,9,0
CUST-14515,Vanguard Dynamics,2025-07-02,Basic,Monthly,49.17,12,1,30,0.113,16.3,5,9.9,1,7,0
CUST-14516,Vanguard Dynamics,2023-06-03,Pro,Annual,173.2,37,17,351,0.293,100.0,4,41.1,0,3,0
CUST-14517,Omni Networks,2024-08-01,Enterprise,Multi-Year,1237.19,23,58,1202,0.105,54.2,2,2.5,0,6,0
CUST-14518,Titan Tech,2026-05-02,Basic,Monthly,43.48,2,1,34,-0.114,16.9,0,14.9,3,5,0
CUST-14519,Flux Analytics,2022-07-03,Basic,Annual,33.11,48,6,178,-0.264,62.2,0,49.3,0,9,0
CUST-14520,Titan Dynamics,2025-08-31,Enterprise,Annual,1067.69,10,25,531,-0.135,90.7,3,73.0,0,10,0
CUST-14521,Quantum Labs,2022-07-03,Pro,Monthly,166.02,48,11,275,-0.028,41.3,1,24.4,2,4,0
CUST-14522,Quantum Global,2022-07-03,Enterprise,Annual,1147.14,48,52,2146,0.5,62.1,7,24.3,0,10,0
CUST-14523,Omni Solutions,2022-07-03,Pro,Annual,187.62,48,15,442,0.032,64.5,3,1.0,0,8,0
CUST-14524,Aura AI,2023-01-02,Pro,Annual,217.02,42,19,488,-0.16,66.4,4,7.8,0,5,0
CUST-14525,Vanguard Software,2025-10-31,Basic,Monthly,59.3,8,4,138,-0.785,57.0,5,13.8,0,10,1
CUST-14526,Cloud Tech,2024-10-31,Pro,Monthly,162.92,20,18,416,0.32,51.0,2,41.9,0,6,0
CUST-14527,Data Systems,2025-10-31,Enterprise,Annual,914.19,8,38,664,-0.281,71.7,1,17.4,0,5,0
CUST-14528,Nova HQ,2025-10-01,Pro,Monthly,196.74,9,3,71,-0.058,72.4,3,3.3,0,7,0
CUST-14529,Data Stack,2024-06-01,Basic,Monthly,60.3,25,4,64,-0.629,99.0,1,1.1,3,7,1
CUST-14530,Flux Analytics,2026-04-01,Basic,Monthly,44.16,3,3,96,-0.503,51.2,3,26.6,1,7,0
CUST-14531,Nova Dynamics,2022-07-03,Basic,Annual,44.63,48,2,39,0.146,48.1,4,59.7,2,7,1
CUST-14532,Flux Flow,2022-07-03,Basic,Monthly,52.51,48,2,39,-0.221,43.5,2,28.6,0,7,0
CUST-14533,Flux Flow,2025-06-01,Basic,Monthly,44.76,13,4,100,0.08,92.9,4,16.5,3,2,0
CUST-14534,Hyper AI,2024-12-01,Pro,Annual,203.55,19,12,250,-0.097,62.1,2,18.1,0,10,0
CUST-14535,Strata Software,2025-01-31,Pro,Monthly,152.69,17,10,258,-0.38,53.9,3,1.3,0,5,0
CUST-14536,Vertex Tech,2022-07-03,Basic,Monthly,65.28,48,1,18,0.148,69.2,1,10.8,0,7,0
CUST-14537,Quantum Software,2024-01-01,Pro,Monthly,158.77,30,8,331,0.095,59.3,3,16.6,0,7,0
CUST-14538,Apex Cloud,2025-10-01,Basic,Monthly,46.64,9,5,106,0.345,76.9,2,19.9,1,5,0
CUST-14539,Titan Networks,2025-03-02,Basic,Annual,48.76,16,4,79,-0.093,52.0,4,6.4,0,7,0
CUST-14540,Titan Systems,2025-04-01,Basic,Monthly,63.06,15,1,29,-0.294,35.2,2,22.4,1,4,1
CUST-14541,Strata Software,2022-07-03,Pro,Monthly,159.45,48,14,435,-0.094,69.9,0,4.1,2,7,0
CUST-14542,Orion Global,2025-12-31,Basic,Monthly,63.58,6,4,67,-0.168,27.4,3,6.4,0,8,0
CUST-14543,Vanguard Systems,2026-03-02,Basic,Monthly,54.57,4,2,55,-0.084,76.5,3,1.5,0,5,0
CUST-14544,Omni Labs,2022-07-03,Basic,Monthly,52.07,48,3,98,-0.633,14.9,2,16.7,1,5,1
CUST-14545,Hyper HQ,2022-07-03,Pro,Annual,169.61,48,12,362,-0.408,81.7,1,15.6,0,2,0
CUST-14546,Quantum Dynamics,2022-07-03,Basic,Annual,53.2,48,2,51,0.001,68.2,1,23.9,0,7,0
CUST-14547,Quantum Flow,2024-12-01,Pro,Monthly,177.4,19,8,26,-0.637,74.1,5,75.8,1,4,1
CUST-14548,Pulse Networks,2024-03-02,Pro,Monthly,236.81,28,11,271,-0.285,80.1,1,22.5,0,6,0
CUST-14549,Quantum HQ,2024-09-01,Pro,Monthly,170.01,22,14,355,0.268,41.3,2,13.8,0,8,0
CUST-14550,Quantum Tech,2026-04-01,Enterprise,Annual,982.04,3,62,1456,-0.162,53.2,3,1.5,0,5,0
CUST-14551,Cyber Flow,2024-07-02,Basic,Monthly,44.92,24,1,24,-0.241,48.7,6,1.8,1,7,0
CUST-14552,Hyper Tech,2026-05-02,Basic,Monthly,41.74,2,3,58,0.033,59.9,3,23.7,0,5,0
CUST-14553,Apex Stack,2025-08-01,Enterprise,Multi-Year,1110.09,11,34,727,0.5,58.0,2,76.6,0,10,0
CUST-14554,Aura Stack,2022-07-03,Basic,Monthly,52.94,48,4,63,-0.182,74.9,2,36.5,0,9,0
CUST-14555,Cyber Labs,2025-08-31,Pro,Monthly,235.09,10,12,545,-0.065,10.3,2,16.4,0,3,1
CUST-14556,Data Tech,2022-07-03,Pro,Monthly,145.87,48,12,303,-0.007,88.7,4,10.2,2,8,0
CUST-14557,Nexus Stack,2025-10-01,Pro,Monthly,230.77,9,12,283,-0.48,61.0,2,6.3,0,6,0
CUST-14558,Nova Analytics,2025-08-01,Enterprise,Annual,1374.44,11,32,1004,-0.564,36.0,0,18.9,0,9,0
CUST-14559,Nexus Cloud,2024-05-02,Enterprise,Annual,931.32,26,28,853,-0.351,83.5,4,1.1,0,6,1
CUST-14560,Hyper Software,2023-06-03,Pro,Monthly,255.57,37,10,311,0.5,62.5,4,20.6,0,5,0
CUST-14561,Sync Labs,2024-12-01,Basic,Monthly,47.07,19,1,29,0.307,21.2,3,4.2,0,6,0
CUST-14562,Vertex Networks,2022-07-03,Enterprise,Multi-Year,793.34,48,48,1279,0.423,6.6,2,3.9,0,6,0
CUST-14563,Apex Stack,2026-04-01,Basic,Monthly,46.75,3,5,103,-0.049,83.9,0,29.3,0,4,0
CUST-14564,Hyper Stack,2022-07-03,Basic,Monthly,56.7,48,3,81,-0.091,60.6,4,44.2,3,3,1
CUST-14565,Hyper Software,2025-12-01,Enterprise,Annual,873.4,7,42,1527,0.345,81.5,3,31.8,0,2,0
CUST-14566,Orion HQ,2022-07-03,Basic,Monthly,44.59,48,1,15,0.342,93.5,1,22.3,1,8,0
CUST-14567,Zentis Software,2025-05-02,Basic,Annual,53.36,14,1,33,-0.136,29.4,3,17.7,0,4,0
CUST-14568,Data Systems,2022-10-02,Basic,Monthly,49.02,45,1,27,0.029,73.9,2,16.8,0,10,0
CUST-14569,Titan Labs,2024-02-01,Enterprise,Annual,1086.61,29,47,1195,0.154,64.2,3,39.6,0,7,0
CUST-14570,Vertex Systems,2025-12-31,Pro,Annual,206.1,6,12,235,0.324,86.0,6,22.5,0,7,0
CUST-14571,Sync Analytics,2022-07-03,Pro,Annual,213.32,48,14,249,0.19,70.4,3,8.0,0,10,0
CUST-14572,Titan Solutions,2025-10-31,Basic,Monthly,45.82,8,1,19,0.328,38.7,2,1.0,0,4,0
CUST-14573,Cloud Dynamics,2025-10-31,Pro,Monthly,205.92,8,2,36,-0.209,15.6,4,12.3,1,10,0
CUST-14574,Nova Stack,2022-12-02,Pro,Annual,171.32,43,11,297,-0.204,42.9,2,7.4,1,8,0
CUST-14575,Orion HQ,2026-03-02,Basic,Annual,58.47,4,2,48,-0.415,71.6,0,2.5,0,8,0
CUST-14576,Nova Analytics,2025-10-31,Basic,Monthly,44.34,8,3,116,-0.277,54.7,2,42.7,0,3,0
CUST-14577,Vertex Tech,2024-12-01,Basic,Monthly,57.3,19,3,65,-0.28,42.5,4,105.2,0,7,1
CUST-14578,Zentis Stack,2022-10-02,Enterprise,Annual,963.99,45,38,1211,0.124,62.8,1,18.2,0,6,0
CUST-14579,Apex Global,2026-01-30,Pro,Monthly,205.03,5,11,229,-0.164,65.4,3,119.5,0,2,0
CUST-14580,Data Flow,2024-10-01,Enterprise,Annual,924.83,21,45,1225,-0.118,81.7,3,1.2,0,6,0
CUST-14581,Data Networks,2023-11-02,Basic,Monthly,41.53,32,4,85,-0.239,71.4,2,7.7,0,4,0
CUST-14582,Cloud Software,2022-07-03,Pro,Monthly,146.92,48,15,380,-0.134,79.5,3,19.0,0,1,1
CUST-14583,Flux Labs,2022-07-03,Pro,Monthly,167.5,48,6,150,0.096,45.5,1,8.6,0,8,0
CUST-14584,Hyper Software,2023-04-03,Pro,Annual,189.33,39,9,297,0.055,66.0,1,48.3,0,5,0
CUST-14585,Data Software,2024-04-02,Enterprise,Annual,1030.75,27,32,903,-0.239,36.5,2,19.9,0,7,0
CUST-14586,Nova Dynamics,2025-04-01,Basic,Monthly,56.43,15,4,73,-0.437,72.6,2,39.3,2,6,0
CUST-14587,Aura Solutions,2026-03-02,Basic,Monthly,45.72,4,2,57,-0.033,87.8,6,17.8,0,7,0
CUST-14588,Zentis Systems,2023-11-02,Pro,Annual,172.67,32,5,121,-0.337,93.7,2,17.1,0,4,0
CUST-14589,Strata Digital,2022-07-03,Pro,Annual,155.93,48,13,270,-0.178,55.9,4,25.2,0,5,0
CUST-14590,Hyper Systems,2023-09-02,Pro,Annual,213.33,34,15,350,0.098,95.1,3,10.9,2,5,0
CUST-14591,Titan AI,2026-05-02,Basic,Monthly,59.17,2,4,111,-0.214,98.6,5,42.5,0,10,0
